"SpeciesName","TraitName","value"
"Silene gallica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",20.14317915
"Silene gallica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.4726460391304
"Silene gallica","Leaf thickness",0.36405
"Silene gallica","Plant biomass and allometry: Seed number per plant",9486.46153846154
"Silene gallica","Plant growth form",NA
"Silene gallica","Plant height generative",0.335625
"Silene gallica","Plant height vegetative",0.271690476190476
"Silene gallica","Plant reproductive phenology timing",NA
"Silene gallica","Seed number per flower",55
"SILENE GALLICA L.","Plant growth form",NA
"SILENE GALLICA L.","Plant height vegetative",0.05
"Silene giraldii","Plant growth form",NA
"Silene hampeana","Plant growth form",NA
"Silene inflata","Plant growth form",NA
"Silene latifolia","Dispersal syndrome",NA
"Silene latifolia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",21.625
"Silene latifolia","Plant biomass and allometry: Seed number per plant",5750
"Silene latifolia","Plant growth form",NA
"Silene latifolia","Plant height vegetative",0.573529411764706
"Silene latifolia","Plant reproductive phenology timing",NA
"Silene latifolia","Root/shoot ratio",1.48288288288288
"Silene latifolia","Seed number per flower",490
"Silene latifolia","Seed number per inflorescence (total, fertile, infertile)",430
"SILENE LATIFOLIA Poir.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",14.1843535846516
"SILENE LATIFOLIA Poir.","Leaf thickness",0.0755
"SILENE LATIFOLIA Poir.","Plant growth form",NA
"Silene latifolia, ssp. Alba","Plant growth form",NA
"Silene latifolia, ssp. Alba","Plant height vegetative",0.4
"Silene menziesii","Plant growth form",NA
"Silene menziesii Hook.","Plant growth form",NA
"Silene menziesii ssp. dorrii","Plant growth form",NA
"Silene menziesii ssp. menziesii","Plant growth form",NA
"Silene menziesii ssp. menziesii var. menziesii","Plant growth form",NA
"Silene menziesii ssp. menziesii var. viscosa","Plant growth form",NA
"Silene noctiflora","Dispersal syndrome",NA
"Silene noctiflora","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",21.9
"Silene noctiflora","Leaf petiole length",0
"Silene noctiflora","Plant biomass and allometry: Seed number per plant",2962.33333333333
"Silene noctiflora","Plant growth form",NA
"Silene noctiflora","Plant height generative",0.275
"Silene noctiflora","Plant height vegetative",0.348823529411765
"Silene noctiflora","Plant reproductive phenology timing",NA
"Silene noctiflora","Seed number per flower",550
"SILENE NOCTIFLORA L.","Plant growth form",NA
"SILENE NOCTIFLORA L.","Plant height vegetative",0.4
"Silene quinquevulnera","Plant growth form",NA
"Silene venosa","Plant growth form",NA
"Silene vulgaris","Dispersal syndrome",NA
"Silene vulgaris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",20.3
"Silene vulgaris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",24.4214285714286
"Silene vulgaris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",26.5576709582264
"Silene vulgaris","Leaf thickness",0.281333333333333
"Silene vulgaris","Plant biomass and allometry: Seed number per plant",666.8
"Silene vulgaris","Plant growth form",NA
"Silene vulgaris","Plant height generative",0.48005
"Silene vulgaris","Plant height vegetative",0.3932
"Silene vulgaris","Plant reproductive phenology timing",NA
"Silene vulgaris","Root/shoot ratio",1.06666666666667
"Silene vulgaris","Seed number per flower",69.6666666666667
"Silene vulgaris","Seed number per inflorescence (total, fertile, infertile)",66
"Silene vulgaris  subsp. vulgaris","Plant height vegetative",0.5
"SILENE VULGARIS (Moench) Garcke","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",58.15
"SILENE VULGARIS (Moench) Garcke","Plant growth form",NA
"Silene vulgaris Garcke","Plant growth form",NA
"Silene vulgaris Garcke","Plant height vegetative",0.4
"Silene vulgaris ssp. canariensis Garcke","Plant growth form",NA
"Silene vulgaris ssp. canariensis Garcke","Plant height vegetative",0.4
"Silene wallachiana Klotsch","Plant growth form",NA
"Silene wallachiana Klotsch","Plant height vegetative",0.4
"Silene wallichiana","Plant growth form",NA
"Silphium perfoliatum","Dispersal syndrome",NA
"Silphium perfoliatum","Plant growth form",NA
"Silphium perfoliatum L.","Plant growth form",NA
"Silphium perfoliatum L.","Plant height vegetative",2.1336
"Silphium perfoliatum L.","Plant reproductive phenology timing",NA
"Silybum marianum","Dispersal syndrome",NA
"Silybum marianum","Plant growth form",NA
"Silybum marianum","Plant height generative",0.9
"Silybum marianum","Plant height vegetative",1.26642857142857
"Silybum marianum","Plant reproductive phenology timing",NA
"Silybum marianum (L.) Gaertn.","Dispersal syndrome",NA
"Sinapis alba","Dispersal syndrome",NA
"Sinapis alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",14.6
"Sinapis alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",26.384
"Sinapis alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",26.630522368062
"Sinapis alba","Leaf petiole length",0
"Sinapis alba","Plant biomass and allometry: Seed number per plant",320.142857142857
"Sinapis alba","Plant growth form",NA
"Sinapis alba","Plant height generative",0.48875
"Sinapis alba","Plant height vegetative",0.448823529411765
"Sinapis alba","Plant reproductive phenology timing",NA
"Sinapis alba","Root/shoot ratio",0.934920634920635
"Sinapis alba","Seed number per flower",5.5
"Sinapis alba","Seed number per inflorescence (total, fertile, infertile)",8
"SINAPIS ALBA L.","Dispersal syndrome",NA
"SINAPIS ALBA L.","Plant growth form",NA
"SINAPIS ALBA L.","Plant height vegetative",0.8
"Sinapis alba subsp. alba","Plant height vegetative",0.45
"Sinapis arvensis","Dispersal syndrome",NA
"Sinapis arvensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",28.65
"Sinapis arvensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",55.7854209442857
"Sinapis arvensis","Plant biomass and allometry: Seed number per plant",6202.30769230769
"Sinapis arvensis","Plant growth form",NA
"Sinapis arvensis","Plant height generative",0.49
"Sinapis arvensis","Plant height vegetative",0.5025
"Sinapis arvensis","Plant reproductive phenology timing",NA
"Sinapis arvensis","Seed number per inflorescence (total, fertile, infertile)",18
"Sinapis arvensis ssp. arvensis","Plant growth form",NA
"Sinarundinaria nitida","Plant growth form",NA
"Sinarundinaria nitida","Plant height vegetative",3.5
"Sinarundinaria nitida","Stem diameter",0.0125
"Sinarundinaria nitida (Mitf. Ex Stapf) Nakai","Plant height vegetative",5
"Sisymbrium altissimum","Dispersal syndrome",NA
"Sisymbrium altissimum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",20.8
"Sisymbrium altissimum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",21.982
"Sisymbrium altissimum","Plant biomass and allometry: Seed number per plant",25222
"Sisymbrium altissimum","Plant growth form",NA
"Sisymbrium altissimum","Plant height generative",0.79
"Sisymbrium altissimum","Plant height vegetative",0.700238095238095
"Sisymbrium altissimum","Plant reproductive phenology timing",NA
"Sisymbrium altissimum","Seed number per flower",550
"SISYMBRIUM ALTISSIMUM L.","Dispersal syndrome",NA
"Sisymbrium austriacum","Dispersal syndrome",NA
"Sisymbrium austriacum","Plant growth form",NA
"Sisymbrium austriacum","Plant height generative",0.45
"Sisymbrium austriacum","Plant height vegetative",0.325
"Sisymbrium austriacum","Plant reproductive phenology timing",NA
"Sisymbrium austriacum JACQ.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",31.375512777
"Sisymbrium austriacum JACQ.","Plant height generative",0.3358
"Sisymbrium austriacum JACQ.","Plant height vegetative",0.2886
"Sisymbrium curvisiliqua","Plant growth form",NA
"Sisymbrium indicum","Plant growth form",NA
"Sisymbrium loeselii","Dispersal syndrome",NA
"Sisymbrium loeselii","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",20.5533333333333
"Sisymbrium loeselii","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",14.095
"Sisymbrium loeselii","Plant growth form",NA
"Sisymbrium loeselii","Plant height generative",0.587692307692308
"Sisymbrium loeselii","Plant height vegetative",0.485
"Sisymbrium loeselii","Plant reproductive phenology timing",NA
"Sisymbrium murale","Plant growth form",NA
"Sisymbrium nasturtium-aquaticum","Plant growth form",NA
"Sisymbrium officinale","Dispersal syndrome",NA
"Sisymbrium officinale","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",26.7166666666667
"Sisymbrium officinale","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",37.137777778
"Sisymbrium officinale","Plant biomass and allometry: Seed number per plant",2700
"Sisymbrium officinale","Plant growth form",NA
"Sisymbrium officinale","Plant height generative",0.51
"Sisymbrium officinale","Plant height vegetative",0.483961538461538
"Sisymbrium officinale","Plant reproductive phenology timing",NA
"Sisymbrium officinale","Root/shoot ratio",0.414072544225032
"Sisymbrium officinale","Seed number per flower",18
"Sisymbrium officinale","Seed number per inflorescence (total, fertile, infertile)",16.5
"Sisymbrium orientale","Dispersal syndrome",NA
"Sisymbrium orientale","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",22.325
"Sisymbrium orientale","Plant growth form",NA
"Sisymbrium orientale","Plant height generative",0.5
"Sisymbrium orientale","Plant height vegetative",0.535
"Sisymbrium orientale","Plant reproductive phenology timing",NA
"SISYMBRIUM ORIENTALE L.","Plant growth form",NA
"SISYMBRIUM ORIENTALE L.","Plant height vegetative",0.4
"Sisymbrium salsugineum","Plant growth form",NA
"Sisymbrium tenuifolium","Plant growth form",NA
"Sisyrinchium angustifolium","Plant growth form",NA
"Sisyrinchium angustifolium Mill.","Plant growth form",NA
"Sisyrinchium angustifolium Mill.","Plant height vegetative",0.6096
"Sisyrinchium angustifolium Mill.","Plant reproductive phenology timing",NA
"Sisyrinchium carolinianum","Plant growth form",NA
"Sisyrinchium graminoides","Plant growth form",NA
"Sisyrinchium heterocarpum","Plant growth form",NA
"Sisyrinchium intermedium","Plant growth form",NA
"Sisyrinchium montanum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.381041758707
"Sisyrinchium montanum","Leaf thickness",0.378177777777778
"Sisyrinchium montanum","Plant growth form",NA
"Sisyrinchium montanum","Plant height generative",0.225
"Sisyrinchium montanum","Plant height vegetative",0.2125
"Sisyrinchium montanum","Plant reproductive phenology timing",NA
"Sisyrinchium montanum var. montanum","Plant growth form",NA
"Sisyrinchium mucronatum","Plant growth form",NA
"Sium cicutifolium","Plant growth form",NA
"Sium suave","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",17.1673819742489
"Sium suave","Plant growth form",NA
"Smilacina ciliata","Plant growth form",NA
"Smilacina flexicaulis","Plant growth form",NA
"Smilacina liliacea","Plant growth form",NA
"Smilacina racemosa","Dispersal syndrome",NA
"Smilacina racemosa","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.301639344
"Smilacina racemosa","Plant growth form",NA
"Smilacina racemosa (L.) Desf.","Dispersal syndrome",NA
"Smilacina sessilifolia","Plant growth form",NA
"Smilacina stellata","Dispersal syndrome",NA
"Smilacina stellata","Plant growth form",NA
"Smilacina trifolia","Plant growth form",NA
"Smilax herbacea","Dispersal syndrome",NA
"Smilax herbacea","Plant growth form",NA
"Smilax herbacea L.","Dispersal syndrome",NA
"Smilax lasioneura","Dispersal syndrome",NA
"Smilax lasioneura","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",32.078651685
"Smilax lasioneura","Plant growth form",NA
"Smilax lasioneura Hook.","Dispersal syndrome",NA
"Smirnium oleastrum L","Plant growth form",NA
"Smirnium oleastrum L","Plant height vegetative",1
"Smyrnium olusatrum","Dispersal syndrome",NA
"Smyrnium olusatrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",39.6
"Smyrnium olusatrum","Plant biomass and allometry: Seed number per plant",5500
"Smyrnium olusatrum","Plant growth form",NA
"Smyrnium olusatrum","Plant height vegetative",0.886363636363636
"Smyrnium olusatrum","Plant reproductive phenology timing",NA
"Smyrnium olusatrum","Seed number per flower",5.5
"SMYRNIUM OLUSATRUM L.","Dispersal syndrome",NA
"Soja hispida","Plant growth form",NA
"Soja max","Plant growth form",NA
"Solanum americanum","Dispersal syndrome",NA
"Solanum americanum","Plant growth form",NA
"Solanum americanum","Plant height vegetative",0.7
"Solanum americanum Mill.","Dispersal syndrome",NA
"Solanum americanum Mill.","Plant growth form",NA
"Solanum angustifolium","Plant growth form",NA
"Solanum angustifolium Mill.","Plant growth form",NA
"Solanum caribaeum","Plant growth form",NA
"Solanum cornutum","Dispersal syndrome",NA
"Solanum cornutum","Leaf petiole length",3
"Solanum cornutum","Plant growth form",NA
"Solanum cornutum","Plant height vegetative",0.45
"Solanum curtipes","Plant growth form",NA
"Solanum dulcamara","Dispersal syndrome",NA
"Solanum dulcamara","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",36.8837493298612
"Solanum dulcamara","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",37.8453636405791
"Solanum dulcamara","Leaf petiole length",5
"Solanum dulcamara","Leaf thickness",0.12324126984127
"Solanum dulcamara","Plant biomass and allometry: Seed number per plant",54229.5
"Solanum dulcamara","Plant growth form",NA
"Solanum dulcamara","Plant height generative",1.15
"Solanum dulcamara","Plant height vegetative",1.74833333333333
"Solanum dulcamara","Plant reproductive phenology timing",NA
"Solanum dulcamara","Seed number per flower",63
"Solanum dulcamara","Seed number per inflorescence (total, fertile, infertile)",25.5
"Solanum dulcamara L.","Dispersal syndrome",NA
"Solanum dulcamara L.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",29.61625
"Solanum dulcamara L.","Plant growth form",NA
"Solanum dulcamara L.","Plant height vegetative",0.8
"Solanum dulcamara var. dulcamara","Plant growth form",NA
"Solanum dulcamara var. villosissimum","Plant growth form",NA
"Solanum humile Lam.","Plant growth form",NA
"Solanum lycopersicum","Plant growth form",NA
"Solanum lycopersicum L.","Plant growth form",NA
"Solanum lycopersicum L. var. lycopersicum","Plant growth form",NA
"Solanum lycopersicum L. var. lycopersicum","Plant height vegetative",1.8288
